question,options,right_answer
"党组织决定重要问题,要进行表决.对于少数人的不同意见,应当认真考虑.如对重要问题发生争论,双方人数接近,下列说法错误的是().","['在特殊情况下,可将争论情况向上级组织报告,请求裁决', '除了在紧急情况下应当由党组织书记作出决定外,必须按多数意见,尽快执行', '在特殊情况下,可将争论情况向上级组织报告,请求裁决']","['除了在紧急情况下应当由党组织书记作出决定外,必须按多数意见,尽快执行']"
"《关于建国以来党的若干历史问题的决议》不仅对建国以来党的重大历史事件、毛泽东的功过是非以及毛泽东思想的基本内容与指导意义作出了总结和评价,而且还初步总结了十一届三中全会以来,我们党已经逐步确立的一条适合我国情况的社会主义现代化建设的正确道路的().","['八个主要点', '十个主要点', '十二个主要点']",['十个主要点']
加快建设贸易强国.营造市场化、法制化、()一流营商环境,"['全球化', '国际化', '一体化', '多元化']",['国际化']
"十三大会议中提出,我们还要按照这个原则努力争取和平解决台湾问题.历史将证明,按()实现国家统一的构想和实践,是中华民族政治智慧的伟大创造.","['“九二共识”', '“一国两制”', '和平统一', '武装统一']",['“一国两制”']
".党在自己的工作中实行(),一切为了群众,一切依靠群众,从群众中来,到群众中去,把党的正确主张变为群众的自觉行动.","['群众路线', '联系群众', '以人民为中心', '坚持党的领导']",['群众路线']
"社会主义改造的和平性,体现在()","['对个体农业的社会主义改造中', '对个体手工业的社会主义改造中', '对资本主义工商业的社会主义改造中', '对官僚垄断资本的改造中']",['对资本主义工商业的社会主义改造中']
"《中共中央关于加强和改进新形势下党的建设若干重大问题的决定》指出,坚持德才兼备、以()为先用人标准.","['廉', '德', '能', '政']",['德']
"大革命失败后,中国共产党创建的第一块农村革命根据地是().","['闽浙赣革命根据地', '井冈山革命根据地', '湘赣革命根据地', '闽西革命根据地']",['井冈山革命根据地']
"1947年6月30日,刘伯承和邓小平率晋冀鲁豫野战军主力突破黄河天险,挺进大别山,揭开了人民解放战争战略进攻的序幕.","['正确', '错误']",['正确']
"人民代表大会制度是坚持党的领导、人民当家作主、依法治国有机统一的根本政治制度安排,必须长期坚持、不断完善.","['正确', '错误']",['正确']
"1920年8月,陈独秀等领导建立的中国最早的共产党组织是().","['北京共产主义小组', '上海共产主义小组', '武汉共产主义小组', '广州共产主义小组']",['上海共产主义小组']
"在1925年至1927年中国反帝反封建的革命中,中国共产党起着独特的、不可代替的作用.没有中国共产党,不会有这场大革命.","['正确', '错误']",['正确']
"实施区域协调发展战略,要以城市群为主体构建大中小城市和小城镇协调发展的城镇格局,加快农业转移人口市民化.","['正确', '错误']",['正确']
我国对资本主义工商业进行社会主义改造的创新性办法是：(),"['剥夺生产资料', '和平赎买', '公私合营', '无偿没收']",['和平赎买']
"十二大全体会议中,”中共中央关于整党的决定”在()中全会中提出.","['二中全会', '三中全会', '五中全会', '七中全会']",['二中全会']
"坚持总体国家安全观,统筹发展和安全,坚决维护国家().","['发展利益', '安全', '稳定', '主权']","['发展利益', '安全', '主权']"
十九大全会习近平用()对新时代中国特色社会主义思想进行了阐述,"['“十四个坚持”', '“十个明确”', '“八个明确”', '“八个坚持”']",['“八个明确”']
"1925年爆发的(),掀起了全国范围的大革命高潮.","['废除不平等条约运动', '五卅运动', '省港大罢工']",['五卅运动']
"科学发展观第一次比较系统地回答了什么是社会主义、如何建设社会主义的问题,开拓了马克思主义中国化新境界.","['正确', '错误']",['正确']
"中国共产党强调,必须在统一战线中坚持独立自主的原则,其具体表现是().①共产党必须保持在思想上、政治上和组织上的独立性②放手发动群众,壮大人民力量③必须坚持党对军队的绝对领导④冲破国民党的限制和束缚,努力发展人民武装和抗日根据地⑤必须对国民党采取又团结又斗争、以斗争求团结的方针","['①③④', '①②③', '①②③④⑤', '②③']",['①②③④⑤']
发展党员工作应当按照控制总量、()的总要求.,"['强化思想', '优化结构', '提高质量', '发挥作用']","['优化结构', '提高质量', '发挥作用']"
第一次全面系统地阐述社会主义初级阶段理论的是在党的(),"['十一届三中全会', '十三大', '十四大']",['十四大']
中国共产党的()是中国共产党的象征和标志,"['党章', '党规', '党徽党旗']",['党徽党旗']
"1922年1月,()是第一次工人运动高潮的起点.","['沙面工人大罢工', '香港海员大罢工', '广州工人大罢工', '京汉铁路工人罢工']",['香港海员大罢工']
中国共产党在土地革命时期对待富农的正确政策是(),"['限制富农', '打击富农', '中立富农', '保护富农']",['限制富农']
中国共产党开创的第一个农村革命根据地是(),"['井冈山', '湘鄂西', '左右江', '鄂豫皖']",['井冈山']
"十八届二中全会指出,要进步做好保障和改善民生工作,时刻把群众安危冷暖放在心上,落实好各项惠民政策,完善基本公共服务体系,加大对扶贫对象和贫困地区的扶持力度,不断在实现全体人民()、住有所居目标上取得实实在在的进展.","['学有所教', '劳有所得', '病有所医', '老有所养']","['学有所教', '劳有所得', '病有所医', '老有所养']"
"林彪反革命集团阴谋夺取最高权力,策动反革命武装政变事件的发生,客观上宣告了“文革”理论和实践的失败.","['正确', '错误']",['正确']
"中国人民政治协商会议第一届全体会议选举毛泽东为中央人民政府主席,()、李济深、张澜、高岗为副主席","['朱德', '刘少奇', '宋庆龄', '林彪']","['朱德', '刘少奇', '宋庆龄']"
不属于中共一大通过的党纲内容的是联合共产国际,"['正确', '错误']",['正确']
"党的十八届五中全会提出,“十三五”要深化户籍制度改革,促进有能力在城镇稳定就业和生活的()进城落户,并与城镇居民有同等权利和义务.","['农业转移人口举家', '农业转移人口本人', '农业转移人口亲属']",['农业转移人口举家']
"党在新民主主义革命时期的土地革命总路线是:依靠贫下中农,孤立富农,有步骤地,有分别地消灭封建剥削制度,发展农业生产.","['正确', '错误']",['错误']
"党的地方各级代表大会代表的名额和选举办法,由()决定,并报上一级党的委员会批准.","['同级党的委员会', '同级党的委员会的常务委员会', '上一级党的委员会']",['同级党的委员会']
"1936年10月,红军三大主力会师的地点是会宁.","['正确', '错误']",['正确']
"2017年,习近平在中国共产党第十八届中央纪律检查委员会第七次全体会议上指出,管党治党从宽松软走向(),需要经历一个砥砺淬炼的过程.","['严', '硬', '实', '紧']","['严', '硬', '紧']"
"2017年,习近平在中国共产党第十八届中央纪律检查委员会第七次全体会议上强调,要坚决打赢()这场正义之战.","['激励', '问责', '思想', '组织']",['问责']
"中共七届二中全会的决议和毛泽东的《论人民民主专政》,构成了《中国人民政治协商会议共同纲领》的基础.","['正确', '错误']",['正确']
中国共产党是最高().,"['A政治领导力量', 'B政治团体', 'C领导机构']",['A政治领导力量']
"十九大习近平说,新时代中国特色社会主义思想明确坚持和发展中国特色社会主义,总任务是()","['实现社会主义现代化', '实现社会主义现代化和中华民族伟大复兴,', '实现民族伟大复兴', '建设中国特色社会主义理论体系']","['实现社会主义现代化和中华民族伟大复兴,']"
"中国共产党能够明确提出反帝反封建的民主革命纲领,最主要的原因是()","['工人运动受挫折', '党具有广泛的群众基础', '党正确分析了国情', '共产国际的支持']",['党正确分析了国情']
"由外国的传教士参加编撰,系统地介绍了欧洲的天文学著作,吸收了欧洲历法的成果的著作是().","['《大统历》', '《崇祯历书》', '《大明历》', '《太初历》']",['《崇祯历书》']
"十二五”规划确定以()为主题,以加快转变经济发展方式为主线.","['调整结构', '协调发展', '科学发展', '深化改革']",['科学发展']
党在社会主义初级阶段基本路线的核心是(),"['以经济建设为中心', '坚持四项基本原则', '坚持改革开放']",['以经济建设为中心']
"以党的政治建设为统领,全面推进党的政治建设、(),把制度建设贯穿其中,深入推进反腐败斗争,全面提高党的建设科学化水平.","['纪律建设', '作风建设', '组织建设', '思想建设']","['纪律建设', '作风建设', '组织建设', '思想建设']"
"南昌起义后,中共中央在湖北武汉召开(),确定了土地革命的方针.","['党的三大', '党的四大', '八七会议', '党的七大']",['八七会议']
"中央八项规定要求,要精简会议活动,切实改进会风；提高会议实效,().","['开短会', '讲短话', '力戒空话', '力戒套话']","['开短会', '讲短话', '力戒空话', '力戒套话']"
实行党政领导干部任职()制度,"['考察', '回避', '试用', '公示']",['回避']
基督教在中国设立的最大出版机构广学会发行的报刊是(),"['《中国丛报》', '《北华捷报》', '《子林西报》', 'D、《万国公报》']",['D、《万国公报》']
党的十六大召开的时间是().,"['1997年', '2002年', '2007年', '2013年']",['2002年']
"《中华人民共和国刑法》规定国家工作人员的财产、支出明显超过合法收入,差额巨大的,可以责令该国家工作人员说明来源,不能说明来源的,差额部分以非法所得论.","['正确', '错误']",['正确']
"十九大报告指出,要完善农业支持保护制度,发展多种形式适度规模经营,培育新型农业经营主体,健全农业社会化服务体系.","['正确', '错误']",['正确']
"中国共产党领导人民建设社会主义生态文明,增强()的意识.","['只要绿水青山', '绿水青山就是金山银山', '宁要金山银山不要绿水青山']",['绿水青山就是金山银山']
毛泽东提出“枪杆子里面出政权”的著名论断是在遵义会议上.,"['正确', '错误']",['错误']
我国新民主主义社会革命阶段的基本结束和社会主义革命阶段开始的标志是：(),"['新中国的成立', '土地改革的完成', '社会主义改造的完成', '过渡时期的结束']",['新中国的成立']
邓小平提出在改革开放过程中必须坚持的四项基本原则是(),"['坚持社会主义道路', '坚持人民民主专政', '坚持共产党的领导', '坚持马列主义、毛泽东思想']","['坚持社会主义道路', '坚持人民民主专政', '坚持共产党的领导', '坚持马列主义、毛泽东思想']"
"纪律检查机关依规依纪进行执纪审查,重点审查()的领导干部","['不收敛不收手', '问题线索反映集中、群众反映强烈', '不按规定如实报告个人有关事项', '现在重要岗位且可能还要提拔使用']","['不收敛不收手', '问题线索反映集中、群众反映强烈', '现在重要岗位且可能还要提拔使用']"
"中共之所以能够明确地提出彻底反帝反封建的民主革命纲领,最主要的原因是().","['中共是无产阶级政党', '中共正确分析和认识了中国国情', '中共得到共产国际的指导', '中共具有广泛的群众基础']",['中共正确分析和认识了中国国情']
"某党支部党员小王最近在互联网社交媒体上转发了一篇歪曲人民军队历史、污蔑英雄的文章,还作了点评表示认可其中的观点,造成不良影响.该党支部召开支部委员会会议,决定对小王给以警告处分,并向支部的全体党员及小王本人宣布了处分决定.该支部的做法()","['对.党支部应及时对违纪党员作出处分', '不对.党支部委员会会议讨论决定后应报党的基层委员会批准', '不对.对党员的纪律处分,必须经过支部大会讨论决定,报党的基层委员会批准']","['不对.对党员的纪律处分,必须经过支部大会讨论决定,报党的基层委员会批准']"
"1979年4月,中央工作会议决定对国民经济实行大八字方针是().","['调整、巩固、充实、提高', '调整、改革、充实、提高', '调整、改革、整顿、提高', '调整、改革、整顿、发展']",['调整、改革、整顿、提高']
十九大的主题是：,"['：高举中国特色社会主义伟大旗帜,以邓小平理论、“三个代表”重要思想、科学发展观为指导,解放思想,改革开放,凝聚力量,攻坚克难,坚定不移沿着中国特色社会主义道路前进,为全面建成小康社会而奋斗.', '不忘初心,牢记使命,高举中国特色社会主义伟大旗帜,决胜全面建成小康社会,夺取新时代中国特色社会主义伟大胜利,为实现中华民族伟大复兴的中国梦不懈奋斗.', '高举中国特色社会主义伟大旗帜,以邓小平理论和“三个代表”重要思想为指导,深入贯彻落实科学发展观,继续解放思想,坚持改革开放,推动科学发展,促进社会和谐,为夺取全面建设小康社会新胜利而奋斗.']","['不忘初心,牢记使命,高举中国特色社会主义伟大旗帜,决胜全面建成小康社会,夺取新时代中国特色社会主义伟大胜利,为实现中华民族伟大复兴的中国梦不懈奋斗.']"
党的十三大第一次把社会主义初级阶段作为事关全局的基本国情加以把握明确了这一问题是制定路线、方针、政策的出发点和根本依据.,"['正确', '错误']",['正确']
"《中共中央办公厅国务院办公厅关于严禁党政机关及其工作人员在公务活动中接受和赠送礼金、有价证券的通知》规定,各级党政机关及其工作人员凡违反规定接受礼金和有价证券者要坚决追究根据(),给予党纪、政纪处分.","['数额多少和情节轻重', '收受时间', '次数多少', '收受理由']",['数额多少和情节轻重']
"《中华人民共和国国家安全法》第四十二条规定,()依法搜集涉及国家安全的情报信息.","['国家安全机关', '检察机关', '审判机关', '公安机关']","['国家安全机关', '公安机关']"
党的()制定了党在社会主义初级阶段的基本纲领,"['十三大', '十四大', '十五大']",['十三大']
标志着中国共产党开始独立领导革命战争和创建人民军队的事件是().,"['秋收起义', '广州起义', '南昌起义', '百色起义']",['南昌起义']
()是邓小平和中国共产党对当代中国基本国情的科学判断.,"['我国处在社会主义初级阶段', '我国是发展中的社会主义国家', '社会主义在实践中']",['我国处在社会主义初级阶段']
"习近平2017年5月23日下午主持召开中央全面深化改革领导小组第三十五次会议,会议指出,党的十八大以来,各地区各部门深入学习贯彻习近平总书记关于全面深化改革的系列重要讲话精神,牢固树立(),完善工作机制,压实主体责任.","['政治意识', '大局意识', '核心意识', '看齐意识']","['政治意识', '大局意识', '核心意识', '看齐意识']"
"在十四大会议中,大会首次使用“邓小平理论”概念,提出了社会主义初级阶段的基本纲领,规划了跨世纪发展的战略部署.","['正确', '错误']",['错误']
"抗日战争时期,以()为书记的中共中央南方局,进行了艰苦而卓有成效的工作.","['周恩来', '刘少奇', '董必武', '邓小平']",['周恩来']
党的十八届六中全会对我国全面深化改革作出了总体部署.(),"['正确', '错误']",['错误']
"中国式现代化,是中国共产党领导的社会主义现代化,既有各国现代化的共同特征,更有基于自己国情的中国特色.中国式现代化是人口规模巨大的现代化、().","['全体人民共同富裕的现代化', '物质文明和精神文明相协调的现代化', '人与自然和谐共生的现代化', '走和平发展道路的现代化']","['全体人民共同富裕的现代化', '物质文明和精神文明相协调的现代化', '人与自然和谐共生的现代化', '走和平发展道路的现代化']"
中共十一届三中全会召开的时间是(),"['1977年12月18日至22日', '1978年12月18日至22日', '1980年12月18日至22日', '1981年12月18日至22日']",['1978年12月18日至22日']
党的全国代表大会每()举行一次.,"['3年', '4年', '5年']",['5年']
"十九大报告指出：确保到二〇三〇年基本实现机械化,信息化建设取得重大进展,战略能力有大的提升.","['正确', '错误']",['错误']
"党的领导是人民当家作主和依法治国的根本保证,党的建设是社会主义民主政治的本质特征,以德治国是党领导人民治理国家的基本方式,三者统一于我国社会主义民主政治伟大实践.","['正确', '错误']",['错误']
"2012年12月,中共中央政治局审议通过关于改进工作作风.密切联系群众的(),发出正风肃纪.从严治党的强烈信号,使全党全社会为之一振.","['六项规定', '七项规定', '八项规定', '九项规定']",['八项规定']
"党的各级纪律检查委员会的职责是监督、()、问责,要经常对党员进行遵守纪律的教育,作出关于维护党纪的决定.","['执法', '执纪', '检察']",['执纪']
"1992年党的十四大,把邓小平理论概括的九个方面是()","['发展道路、发展阶段、本质和根本任务', '发展目标、外部环境、组织保证', '发展动力、外部条件、政治保证', '战略部署、领导力量和依靠力量、祖国统']","['发展道路、发展阶段、本质和根本任务', '发展动力、外部条件、政治保证', '战略部署、领导力量和依靠力量、祖国统']"
"大力发展教育、科学、文化事业,推动()创造性转化、创新性发展,继承(),发展社会主义先进文化,提高国家文化软实力.","['传统文化中华优良传统', '革命文化中华优秀文化', '中华优秀传统文化革命文化']",['中华优秀传统文化革命文化']
我国社会主义初级阶段的一百年是指1987年到2087年.,"['正确', '错误']",['错误']
"1969年4月1日至24日,党的九大在北京召开,九大的指导思想是:()","['毛泽东提出要总结经验,落实政策,准备打仗', '毛泽东的无产阶级专政下继续革命的理论', '斗私批修', '斗、批、改']",['毛泽东的无产阶级专政下继续革命的理论']
十七大中胡锦涛在报告中提出实现全面建设小康社会奋斗目标的新要求包括,"['增强发展协调性,努力实现经济又好又快发展', '扩大社会主义民主,更好保障人民权益和社会公平正义', '加强文化建设,明显提高全民族文明素质', '加快发展社会事业,全面改善人民生活', '建设生态文明,基本形成节约能源资源和保护生态环境的产业结构、增长方式、消费模式']","['增强发展协调性,努力实现经济又好又快发展', '扩大社会主义民主,更好保障人民权益和社会公平正义', '加强文化建设,明显提高全民族文明素质', '加快发展社会事业,全面改善人民生活', '建设生态文明,基本形成节约能源资源和保护生态环境的产业结构、增长方式、消费模式']"
"十三大会议中提出,国防建设从指导思想上实现了战略性转变.军队()、现代化、正规化建设有了新的进步,防卫作战能力有了新的提高.","['近代化', '理论化', '体制化', '革命化']",['革命化']
民主集中制是().,"['民主基础上的集中', '集中指导下的民主', '民主基础上的集中和集中指导下的民主相结合']",['民主基础上的集中和集中指导下的民主相结合']
"强化()主体责任和监督责任,加强对觉的领导机关和党员领导干部特别是主要领导干部的监督,不断完善党内监督体系.","['管党治党', '全面从严治党', '巡视巡查']",['全面从严治党']
"1958年6月1日,中共中央的理论刊物正式创刊,它是()","['《红旗》', '《求是》', '《党建》']",['《红旗》']
"新时代十年的伟大变革,在党史、新中国史、改革开放史、、中华民族发展史上具有里程碑意义.","['社会主义发展史', '社会主义建设史', '新民主主义革命史', '新民主主义发展史']",['社会主义发展史']
"我国社会主义建设的根本任务,是进一步解放生产力,发展生产力,逐步实现社会主义现代化,并且为此而改革生产关系和上层建筑中不适应生产力发展的方面和环节.","['正确', '错误']",['正确']
人民解放战争战略进攻的序幕是().,"['1947年6月30日夜,刘邓大军强渡黄河', '刘邓大军直驱大别山', '陈毅、粟裕率领下进入豫皖苏边地区']","['1947年6月30日夜,刘邓大军强渡黄河']"
中央军事委员会实行().,"['主席负责制', '委员分工负责制', '逐级负责制']",['主席负责制']
()第一次提出“建设有中国特色社会主义理论”概念.,"['中共十二大', '中共十三大', '中共十四大', '中共十五大']",['中共十二大']
在中国共产党十一届三中全会上(),"['通过了《关于建国以来党的若干历史问题的决议》', '提出了建立社会主义市场经济体制的目标', '阐明了社会主义初级阶段的理论', '作出了以经济建设为中心,实行改革开放的伟大决策']","['作出了以经济建设为中心,实行改革开放的伟大决策']"
以下提法不符合俄国十月革命的是(),"['开辟了人类历史的新纪元', '给世界人民的解放事业开辟了广大的可能性和现实的道路', '建立了一条从西方无产者经过俄国革命到东方被压迫民族的新的反对世界帝国主义的革命战线', '中国社会主义成了无产阶级社会主义世界革命的一部分']",['中国社会主义成了无产阶级社会主义世界革命的一部分']
"1981年4月16日,中共中央、国务院在转发国家科委党组《关于我国科学技术发展方针的汇报提纲》的通知中指出：要坚定不移地贯彻执行科技工作()的方针.","['为改革开放服务', '为提高人民生活水平服务', '为经济建设服务']",['为经济建设服务']
"党的十八大以来,我国社会主义民主政治()全面推进,社会特色社会主义政治制度优越性得到更好地发挥,生动活泼、安定团结的政治局面得到巩固和发展","['制度化', '规范化', '程序化', '社会化']","['制度化', '规范化', '程序化']"
"铸牢()意识,实现各民族共同团结奋斗、共同繁荣发展.","['中华民族一体化', '中华民族一家亲', '中华民族共同体']",['中华民族共同体']
"最早酝酿在中国建立共产党的是()和(),后人称之为“南陈北李,相约建党”,形象地说明了他们在建党过程中所起的倡导、推动和组织作用.","['陈独秀', '毛泽东', '李大钊']","['陈独秀', '李大钊']"
"进一步加大预防腐败的工作力度,必须以统揽预防腐败的各项工作,通过深化改革、创新体制,从源头上预防和解决腐败问题.","['改革', '发展', '创新', '党建']",['改革']
"《关于党政机关工作人员个人证券投资行为若干规定》规定,由于新任职务而掌握內幕信息的党政机关工作人员,其在任职前已持有的股票和证券投资基金必须在任职后()内作出处理,不得继续持有.","['买卖股票', '买卖证券投资基金', '买卖其他股票类证券及其衍生产品', '买卖政府债券']",['买卖政府债券']
"纪律检查机关必须把维护党的()放在首位,坚決纠正和查处上有政策、下有对策,有令不行、有禁不止,口是心非、阳奉阴违,搞团团伙伙、拉帮结派,軟骗组织、对抗组织等行为.","['政治纪律和政治规矩', '组织纪律', '廉洁纪律', '工作纪律']",['政治纪律和政治规矩']
"中国特色社会主义文化的先进性,就在于()","['体现了中国最广大人民群众的根本利益', '推动了社会经济、政治的发展', '促进了社会生产力的发展', '继承了传统的文化']","['体现了中国最广大人民群众的根本利益', '推动了社会经济、政治的发展', '促进了社会生产力的发展']"
"根据党的十五大报告,公有制经济只包括国有经济和集体经济,而不包括混合所有制经济中的国有成分和集体成分.","['正确', '错误']",['错误']
"2013年3月11日,习近平在十二届全国人大一次会议解放军代表团全体会议上指出,要为建设一支()的人民军队而奋斗.这一目标明确了加强军队建设的聚焦点和着力点,听党指挥是(),决定军队建设的政治方向；能打胜仗是(),反映军队的根本职能和军队建设的根本指向；作风优良是(),关系军队的性质、宗旨、本色.","['听党指挥、能打胜仗、作风优良', '灵魂', '核心', '保证']","['听党指挥、能打胜仗、作风优良', '灵魂', '核心', '保证']"
"到20世纪末,中国教育发展的总目标是：全民受教育水平有明显提高；城乡劳动者的职前、职后教育有较大发展；各类专门人才的拥有量基本满足现代化建设的需要；形成具有中国特色的、面向21世纪的社会主义教育体系的基本框架.这一目标是中共中央、国务院在()印发的《中国教育改革和发展纲要》中提出的.","['1991年', '1993年', '1995年']",['1993年']
"一切从实际出发,着眼解决新时代改革开放和社会主义现代化建设的实际问题,不断回答,作出符合中国实际和时代要求的正确回答,得出符合客观规律的科学认识,形成与时俱进的理论成果,更好指导中国实践.","['中国之问', '世界之问', '人民之问', '时代之问']","['中国之问', '世界之问', '人民之问', '时代之问']"
"毛泽东指出,解决中国一切革命问题的最基本的依据是()","['正确.分析中国社会的阶级状况', '正确.分析中国社会的经济结构', '认清中国社会的特殊国情', '认清中国社会的主要矛盾']",['认清中国社会的特殊国情']
"下列说法中,符合党章规定的是().","['党的各级组织的报刊和其他宣传工具,可以有选择地宣传党的纲领、路线、方针和政策', '党的各级组织的报刊和其他宣传工具,必须宣传党的路线、方针、政策和决议', '党的各级组织的主要报刊和其他宣传工具,不必宣传党的纲领、路线、方针和政策']","['党的各级组织的报刊和其他宣传工具,必须宣传党的路线、方针、政策和决议']"
大革命后期中共中央领导机关犯了“左”倾机会主义错误.,"['正确', '错误']",['错误']
新民主主义社会的“国体”是(),"['无产阶级专政', '资产阶级专政', '几个革命阶级的联合专政', '大地主大资产阶级专政']",['几个革命阶级的联合专政']
郑十八邓小平理论作为国家的指导思想写入宪法是在().,"['八届全国人大一次会议', '八届全国人大二次会议', '九届全国人大一次会议', '九届全国人大二次会议']",['九届全国人大二次会议']
1958年8月正式决定在全国农村中建立人民公社的会议是:(),"['杭州会议', '南宁会议', '成都会议', '北戴河会议']",['北戴河会议']
党的中央军事委员会组成人员由().,"['中央政治局常务委员会决定', '中央政治局常务委员会提名,中央委员会全体会议通过', '中央委员会决定']",['中央委员会决定']
"(学习二十大)23此题为防刷题而出,正常答题的同学请退出后再次进入答题或选择ABC选项,否则容易被判定为刷题.(请注意:如果在意正确率,请退出再重进;如果不在意正确率,那么请选择ABC选项)","['选它', '选它', '选它', '17']","['选它', '选它']"
"为了统一领导淮海前线我军的一切行动,便于取得淮海战役的胜利,党中央决定组成淮海战役总前委.书记是:()","['邓小平', '刘伯承', '毛泽东']",['邓小平']
"1962年1月至2月,党中央在北京召开了扩大的中央工作会议,即七千人大会,()在会上作报告,比较系统地初步总结了“大跃进”以来经济工作的基本经验教训.","['毛泽东', '邓小平', '刘少奇']",['刘少奇']
"《事业单位工作人员处分暂行规定》规定,应当从重处分的情形有().","['在两人以上的共同违法违纪行为中起主要作用的', '隐匿、伪造、销毀证据的', '串供或者阻止他人揭发检举、提供证据材料的', '包庇同案人员的']","['在两人以上的共同违法违纪行为中起主要作用的', '隐匿、伪造、销毀证据的', '串供或者阻止他人揭发检举、提供证据材料的', '包庇同案人员的']"
建国初期进行的大规模的保家卫国的战争是().,"['抗美援朝战争', '珍宝岛保卫战', '对越自卫反击战']",['抗美援朝战争']
"《关于党政机关工作人员个人证券投资行为若干规定》规定,掌握内幕信息的党政机关工作人员,在离开其工作岗位()内,继续受本规定的约束.","['三个月', '六个月', '九个月', '一个月']",['三个月']
将林彪作为毛泽东的“接班人”写进党章总纲的会议是(),"['八届十二中全会', '党的“九大”', '党的“十大”']",['党的“九大”']
"共建共治共享的社会治理制度进一步健全,扫黑除恶专项斗争取得阶段性成果,有力应对一系列重大自然灾害,()建设迈向更高水平.","['平安中国', '幸福中国', '稳定中国']",['平安中国']
"1966年8月党的八届十一中全会通过的《关于无产阶级文化大革命的决定》规定:“这次运动的重点,是整党内走资本主义道路的当权派.","['正确', '错误']",['正确']
()主持中央书记处的工作.,"['中央委员会总书记', '中央政治局常委', '中央书记处书记']",['中央委员会总书记']
"新时代十年的伟大变革,在党史、()、()、()、中华民族发展史上具有里程碑意义.","['新民主主义革命史', '新中国史', '改革开放史', '社会主义发展史']","['新中国史', '改革开放史', '社会主义发展史']"
二十大提到的精神有(),"['钉钉子精神', '斗争精神', '奋斗精神', '爱国精神']","['钉钉子精神', '斗争精神', '奋斗精神']"
"随着批陈整风运动的深入开展,毛泽东通过各种途径了解到林彪的夺权阴谋活动,因而党中央采取了“甩石头”、“挖墙脚”、“掺沙子”等办法,削弱林彪集团的权势.","['正确', '错误']",['正确']
"我国社会主义建设的根本任务,是进一步解放(),发展(),逐步实现社会主义现代化,并且为此而改革生产关系和上层建筑中不适应生产力发展的方面和环节.","['生产力', '劳动力', '价值量', '开放']",['生产力']
"()决议是中国共产党和红军建设的纲领性文献,解决了在农村进行战争的环境中如何将以农民为主要成分的革命军队建设成无产阶级领导的新型人民军队这个根本性问题.","['古田会议', '八七会议', '党的六大', '遵义会议']",['古田会议']
"加快完善社会主义市场经济体制,要深化金融体制改革,增强金融服务实体经济能力,减少直接融资比重,促进多层次资本市场健康发展.","['正确', '错误']",['错误']
"建国初期,中国共产党在土地改革中对富农的政策是征收富农多余的土地","['正确', '错误']",['错误']
"党的十八届六中全会强调,加强和规范党内政治生活加强()是全党的共同任务,必须全党一起动手.","['人民群众监督', '民主监督', '组织监督', '党内监督']",['党内监督']
"1952年10月上旬,美帝国主义片面中断停战谈判,接着在10月中旬发动了()","['金化攻势(即上甘岭战役)', '夏季攻势', '秋季攻势']",['金化攻势(即上甘岭战役)']
"1955年4月,毛泽东在中共八大上作《论十大关系》的报告,标志着中国共产党探索中国建设社会主义道路的开始.","['正确', '错误']",['错误']
"中共八届一中全会,选举毛泽东为中央委员会主席,刘少奇、周恩来、朱德、陈云为副主席,邓小平为总书记,由他们组成中央政治局常务委员会.","['正确', '错误']",['正确']
"1979年7月,党中央和国务院根据()两省靠近港澳、华侨众多的有利条件,决定对两省的对外经济活动实行特殊政策和灵活措施.","['广东', '广西', '海南', '福建']","['广东', '福建']"
"《关于实行党政领导干部问责的暂行规定》规定,问责決定机关按照干部管理权限对党政领导干部作出的问责決定,应当()決定.","['由主要领导', '经领导班子集体讨论', '由分管领导', '经上级领导机关研究']",['经领导班子集体讨论']
十七大推进农村制度建设包括：,"['稳定和完善农村基本经营制度.', '健全严格规范的农村土地管理制度.', '完善农业支持保护制度.', '建立促进城乡经济社会发展一体化制度.']","['稳定和完善农村基本经营制度.', '健全严格规范的农村土地管理制度.', '完善农业支持保护制度.', '建立促进城乡经济社会发展一体化制度.']"
"《中华人民共和国刑法》规定,挪用()用于款物归个人使用的,从重处罚.","['救灾、抢险', '防汛、优抚', '扶贫、移民', '救济']","['救灾、抢险', '防汛、优抚', '扶贫、移民', '救济']"
"新形势下加强和规范党内政治生活,必须以党章为根本遵循,坚持党的政治路线、思想路线、组织路线、群众路线,着力(),努力在全党形成又有集中又有民主、又有纪律又有自由、又有统一意志又有个人心情舒畅生动活泼的政治局面.","['增强党内政治生活的政治性、时代性、原则性、战斗性', '增强党自我浄化、自我完善、自我革新、自我提高能力', '提高党的领导水平和执政水平、增强拒腐防变和抵御风险能力', '维护党中央权威、保证党的团结统一、保持党的先进性和纯洁性']","['增强党内政治生活的政治性、时代性、原则性、战斗性', '增强党自我浄化、自我完善、自我革新、自我提高能力', '提高党的领导水平和执政水平、增强拒腐防变和抵御风险能力', '维护党中央权威、保证党的团结统一、保持党的先进性和纯洁性']"
党的地方各级纪律检查委员会和基层纪律检查委员会在()和()双重领导下进行工作.,"['上级纪律监察委员会', '上级党的委员会', '党的地方各级代表大会', '同级党的委员会']","['上级纪律监察委员会', '同级党的委员会']"
