question,options,right_answer
"这些年来,在一些地方和单位,“四风”问题越积越多,政治生态和社会环境受到污染,根子就在没有做到位.","['群众路线', '民主集中制', '批评与自我批评', '从严治党']",['从严治党']
优秀传统文化是中华民族的根与魂,"['正确', '错误']",['正确']
政协全国委员组成人员不包括以下(),"['在华工作的外籍人士', '中国共产党', '台湾同胞代表', '无党派人士']",['在华工作的外籍人士']
"2017年闭幕的联合国发展峰会制定了()年后发展议程.习近平总书记指出,我们要将承诺变为行动,共同营造人人免于匮乏、获得发展","['2013', '2014', '2015', '2016']",['2015']
马克思主义第一次创立了人民实现自身解放的思想体系,"['正确', '错误']",['正确']
"党的十八届五中全会提出要实现“十三五”时期发展目标,必须把发展基点放在","['改革', '创新', '开放', '加快建设自由贸易区']",['创新']
下次哪项不是我国的发展趋势？(),"['工业化', '信息化', '农业现代化', '数字化']",['数字化']
十九大报告提出的四个“伟大”是(),"['伟大斗争,伟大工程,伟大事业,伟大梦想', '伟大斗争,伟大梦想,伟大事业,伟大未来', '伟大斗争,伟大工程,伟大未来,伟大事业', '伟大事业,伟大工程,伟大未来,伟大斗争']","['伟大斗争,伟大工程,伟大事业,伟大梦想']"
()的核心是正确处理经济发展与环境保护的关系.,"['低碳发展', '绿色发展', '循环发展', '生态发展']",['绿色发展']
依法执政是党领导人民治理国家的基本方式.,"['正确', '错误']",['错误']
"“大道之行也,天下为公.”和平、发展、公平、正义、民主、自由,是全人类的共同价值,也是()国的崇高目标","['联合', '英', '美', '法']",['联合']
"《习近平在纪念马克思诞辰200周年大会上的讲话》中提到,要坚持以()为中心的发展思想,抓住人民最关心最直接最现实的利益问题,","['国家', '公民', '世界', '人民']",['人民']
()发展社会主义文艺；推动文化事业和文化产业发展,"['快速', '繁荣', '持续', '继续']",['繁荣']
()国政府的作用是为企业争取和创造良好的政治环境和公平的制度框架.,"['美', '中', '俄', '法']",['中']
"中国共产党在社会主义初级阶段的基本路线是：领导和团结全国各族人民,以经济建设为(),坚持四项基本原则,坚持改革开放,自力更生,艰苦创业,为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国而奋斗.","['核心', '中心', '方向', '目标']",['中心']
我国的军事动员能力排名世界第().,"['3', '2', '1', '4']",['1']
"邓小平同志在()年党的八届一中全会当选中共中央政治局常委,中共中央总书记","['1955', '1956', '1957', '1958']",['1956']
"《习近平在纪念马克思诞辰200周年大会上的讲话》中提到,我们要坚定不移走中国特色社会主义政治发展道路,实现坚持党的领导、()、依法治国有机统一","['依法执政', '人民当家作主', '从严治党', '深化改革']",['人民当家作主']
"习近平总书记在讲话上表示,2015年是中英全面战略伙伴关系第二个10年的开局之年,也是中欧建交()周年","['30', '40', '50', '60']",['40']
"双方不冲突不对抗,相互尊重,合作共赢,是中国外交政策的优先方向","['正确', '错误']",['正确']
"不断推进“一国两制”,符合国家()利益和香港、澳门的()利益","['根本；长远', '基本；长远', '人民；根本', '公民；根本']",['人民；根本']
"习近平总书记在第十八届中央纪律检查委员会第六次全体会议上的讲话上强调,夺取全面建成小康社会决胜阶段的伟大胜利,关键在().","['社会', '国家', '人民', '党']",['党']
"实现“两个一百年”奋斗目标,必须坚定不移把发展作为党执政兴国的第一要务.","['正确', '错误']",['正确']
"党的十九大报告中,新时代党的建设总要求包括把党的()建设摆在首位.","['经济', '政治', '文化', '生态文明']",['政治']
发展是硬道理是解决所有问题的关键,"['正确', '错误']",['正确']
"在新的历史条件下,我们党面临着精神懈怠、能力不足、()、消极腐败“四大危险”.","['贪污腐败', '脱离群众', '思想堕落', '执政经验欠缺']",['脱离群众']
"()实施市场准入负面清单制度,清理废除妨碍统一市场和公平竞争的()规定和做法,支持民营企业发展,激发各类市场主体活力.","['全面；各种', '部分；有关', '在条件成熟地区；所有', '基本；全部']",['全面；各种']
"2018年8月30日,习近平给中央美术学院8位老教授回信.习近平在信中强调：美术教育是()的重要组成部分,对塑造美好心灵具有重要作用.","['德育', '美育', '智育', '体育']",['美育']
"基本实现社会主义现代化后我国人民将生活更为宽裕,低等收入群体比例明显提高.","['正确', '错误']",['错误']
()是中国人民抗日战争胜利的重要法宝,"['坚持不懈', '中共的领导', '全民族抗战', '国共合作']",['全民族抗战']
".党的各级委员会实行集体领导和个人分工负责相结合的制度.凡属重大问题都要按照集体领导、民主集中、()、会议决定的原则,由党的委员会集体讨论,作出决定.","['个别酝酿', '个别商谈', '私下酝酿', '特别酝酿']",['个别酝酿']
"十八大以来的五年,脱贫攻坚战取得决定性进展,六千多万贫困人口稳定脱贫,贫困发生率从百分之十点二下降到()以下.","['百分之六', '百分之五', '百分之四', '百分之三']",['百分之四']
"调整经济结构,转变经济发展(),推进供给侧结构性改革.","['方向', '规范', '.模式', '方式']",['方式']
"我们既为()亿人民脱贫而深受鼓舞,也为8亿多人仍在挨饿而深为担忧.","['10', '11', '12', '13']",['11']
"以城市群为主体构建大中小城市和小城镇协调发展的城镇格局,加快农业转移人口市民化.","['正确', '错误']",['正确']
中国在合作中坚持发展为民、务实高效.中国坚持把中非人民利益放在首位,"['正确', '错误']",['正确']
"五四运动源于北大,爱国、进步、民主、科学的五四精神始终激励北大师生同人民一起开拓、同祖国一起奋斗.","['正确', '错误']",['正确']
"在着力解决突出环境问题种,我们应坚持全民共治,源头防治,持续实施大气污染防治活动,为此我们应该努力构建的环境治理体系是()","['企业为主导,政府为辅助,社会组织和公众共同参与', '政府为主导,企业为主体,社会组织和公众共同参与', '市场为主导,企业为主体,社会组织和公众共同参与', '政府为主导,市场为主体,社会组织和公众共同参与']","['政府为主导,企业为主体,社会组织和公众共同参与']"
"党章总纲明确提出“坚持党要管党、从严治党”,这是党的建设的根本方针.","['正确', '错误']",['正确']
"继承(),发展社会主义先进文化,提高国家文化软实力","['优秀传统文化', '传统文化', '革命文化', '中华民族优秀传统文化']",['革命文化']
"习近平总书记强调,人民政协贯彻落实中共中央决策部署,坚持团结和()两大主题,围绕中心、服务大局.","['爱国', '民主', '敬业', '自由']",['民主']
人民解放军需有效履行()军队().,"['新世纪新阶段历史使命', '新时代使命任务', '新时代历史使命', '新世纪新阶段使命任务']",['新时代使命任务']
"据有关报道,()核电站成为中俄核能合作的典范项目,中俄东线天然气管道项目进展顺利.","['船湾', '海港', '空港', '田湾']",['田湾']
"在十九大报告中,“人民”二字一共出现了203次.这体现了我们党始终不渝的奋斗目标是().","['实现共产主义', '带领人民创造美好生活', '解放生产力', '全心全意为人民服务']",['带领人民创造美好生活']
发展应统筹推进经济建设、政治建设、文化建设、社会建设、生态文明建设.,"['正确', '错误']",['正确']
"中国坚持独立自主的和平外交政策,在和平共处五项原则的基础上同所有国家发展友好合作.","['正确', '错误']",['正确']
"在国际事务中,要坚持正确().","['价值观', '是非观', '.道德观', '义利观']",['义利观']
"改革开放之后,我们党对我国社会主义现代化建设作出战略安排,提出“三步走”战略目标.","['正确', '错误']",['正确']
"胡志明主席称越南同中国的关系“如手和足,如杵和臼,如根和茎,如兄和弟”","['正确', '错误']",['正确']
"十九大报告提出,要坚定()自信,推动社会主义()繁荣兴盛.","['文化;文化', '民族;文化', '民族;经济', '文化;经济']",['文化;文化']
不断加强全国人民包括香港特别行政区同胞、澳门特别行政区同胞、台湾同胞和()的团结.,"['.海外侨胞', '海外同胞', '华侨归侨', '华侨侨眷']",['.海外侨胞']
"促进新型工业化、信息化、城镇化、农业现代化同步发展,建设社会主义().","['新农村', '新城市', '新城镇', '新社会']",['新农村']
"新时代中国特色社会主义思想,是对马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观的继承和发展,是马克思主义中国化最新成果,是党和人民实践经验和集体智慧的结晶,是中国特色社会主义理论体系的重要组成部分,是全党全国人民为实现中华民族伟大复兴而奋斗的行动指南,必须长期坚持并不断发展.","['正确', '错误']",['正确']
"习近平指出,天宫一号和神州十一号载人飞行任务,将首次实现我国航天员中期在轨驻留.","['正确', '错误']",['错误']
"我国坚持稳中求进工作总基调,坚持以()为中心的发展思想","['国家', '公民', '人民', '社会']",['人民']
"习近平同志曾写下“为官任,造福一方,遂了平生意”的铿锵词句,是为了表达对的赞颂之情.","['雷锋', '焦裕禄', '孔繁森', '沈浩']",['焦裕禄']
"2016年12月29日,习近平致信祝贺《大辞海》出版暨《辞海》第一版面世()周年.","['60', '70', '80', '90']",['80']
"习近平总书记在庆祝中国共产党成立95周年大会上的讲话强调,要坚持以()体制改革为重点,坚持社会主义市场经济改革方向","['生态文明', '文化', '政治', '经济']",['经济']
.形成节约()和保护()的空间格局、产业结构、生产方式、生活方式,"['能源；环境', '资源；自然', '能源；生态', '资源；环境']",['资源；环境']
"习近平在二O二二年新年贺词中指出,再过一个多月,北京冬奥会、冬残奥会就要开幕了.让更多人参与到中冰雪运动来,这也是奥林匹克运动的题中之义.我们将竭诚为世界奉献一届奥运盛会.世界期待中国,中国做好了准备.","['正确', '错误']",['正确']
"实现发展成果由人民共享必须深化收入分配制度改革,努力实现同步、劳动报酬増长和劳动生产率提高同步.()","['居民社会保障和经济发展', '居民收入增长和经济发展', '居民社会福利和经济发展', '居民社会保险和经济发展']",['居民收入增长和经济发展']
"对马克思主义的信仰,对社会主义和共产主义的信念,是共产党人的().","['政治灵魂', '精神支柱', '政治底线', '道德底线']",['政治灵魂']
哲学社会科学是推动历史发展和社会进步的主要力量,"['正确', '错误']",['错误']
"习近平在十九届中央纪委六次全会上指出,要巩固拓展党史学习教育成果,更加坚定自觉地牢记初心使命、开创发展新局.要深入学习贯彻党的十九届六中全会精神,持之以恒推进党史学习、教育、宣传,引导全党坚定历史自信,让初心使命在内心深处真正扎根,把忠诚于党和人民落到行动上,继承弘扬党的光荣传统和优良作风,为党和人民事业赤诚奉献,在新的赶考之路上考出好成绩.","['正确', '错误']",['正确']
"重点攻克深度贫困地区脱贫任务,确保到2030年我国现行标准下农村贫困人口实现脱贫","['正确', '错误']",['错误']
对人民解放军和其他人民武装力量拥有绝对领导的是().,"['习近平', '全国人大', '中共中央', '中国共产党']",['中国共产党']
求真务实是共产党人的重要思想和工作方法,"['正确', '错误']",['正确']
"全面建成小康社会,要实事求是,因地制宜,覆盖的()要全面","['领域', '人口', '区域', '以上都是']",['以上都是']
民主集中制是中国国家组织形式和活动方式的基本原则,"['正确', '错误']",['正确']
中国与非洲携手打造责任共担的中非命运共同体,"['正确', '错误']",['正确']
马克思主义哲学主要由哲学、政治经济学、科学社会主义理论三大组成部分构成,"['正确', '错误']",['正确']
"实现中华民族伟大复兴,必须坚定中国特色社会主义道路自信、理论自信、制度自信、().","['法律自信', '文艺自信', '文化自信']",['文化自信']
"城乡区域发展差距和居民生活水平差距未来将显著缩小,基本公共服务全面化基本实现.","['正确', '错误']",['错误']
()两国在共同打击腐败犯罪方面保持着良好合作.双方已经缔结刑事司法协助条约,"['中美', '中日', '中法', '中英']",['中英']
"习近平在哲学社会科学工作座谈会上的讲话上说,哲学社会是人们认识世界、改造世界的重要工具,是推动历史发展和社会进步的重要工具.","['正确', '错误']",['正确']
"党员领导干部对违反政治纪律和政治规矩等出错思想和行为放任不管,搞无原则一团和气,造成不良影响的,应给予()处分.","['警告或严重警告', '撤销党内职务', '党内察看', '开出党籍']",['警告或严重警告']
"党的干部是党的事业的骨干,是人民的公仆.党努力实现干部队伍的()、年轻化、知识化、专业化.","['现代化', '革命化', '政治化', '政治化']",['革命化']
"对大国关系,中国主张不冲突不对抗、相互尊重、合作共赢,共同走和平发展之路.","['正确', '错误']",['正确']
“三权分置”思想是指形成所有权、转让权、经营权三权分置.,"['正确', '错误']",['错误']
"在“积极树立亚洲安全观,共创安全合作新局面”会议上,到场成员国包括亚信成员国、观察员、峰会客人在内的()个国家和国际组织","['45', '46', '47', '48']",['47']
中国特色社会主义事业总体布局是“五位一体”、战略布局是“四个全面”,"['正确', '错误']",['正确']
"习近平在纪念邓小平同志诞辰110周年座谈会上提出,人民问题是一个政党、一个国家的基本性问题","['正确', '错误']",['错误']
"党的十八大报告强调,要健全基层党组织领导的充满活力的基层保障人民享有更多更切实的民主权利.","['群众自治机制', '群众协商机制', '民主集中机制', '民主协商机制']","['群众自治机制', '群众协商机制']"
"经济发展应提高全要素生产率,着力加快建设虚拟经济、科技创新、现代金融、人力资源协同发展的产业体系.","['正确', '错误']",['错误']
"抵御资本主义和封建主义腐朽思想的侵蚀,扫除各种社会.","['丑恶现象', '黑恶势力', '贪腐势力', '黑暗现象']","['丑恶现象', '贪腐势力']"
"党的领导是人民当家作主和依法治国的根本保证,人民当家作主是社会主义民主政治的本质特征,依法治国是党领导人民治理国家的基本方式,三者统一于我国社会主义民主政治伟大实践.","['正确', '错误']",['正确']
"要发展中国特色社会主义文化,必须推进马克思主义中国化,时代大众化.这些具有强大凝聚力和引导力的社会主义意识形态是全体人民在()信念,()理念,()观念上仅仅团结在一起.","['道德价值理想', '理想道德价值', '价值道德理想', '理想价值道德']",['理想价值道德']
把党的政治建设摆在首位.旗帜鲜明讲政治是我们党作为马克思主义政党的根本要求,"['正确', '错误']",['正确']
"“亲望亲好,邻望邻好.”中国坚持与邻为善、以邻为伴,坚持睦邻、安邻、富邻,践行亲、诚、惠、容理念,努力使自身发展更好惠及亚洲国家.","['正确', '错误']",['正确']
我国的外汇储备已突破()万亿元.,"['1', '3', '5', '6']",['3']
"习近平总书记在庆祝中国共产党成立95周年大会上的讲话强调,严肃党内()是全面从严治党的基础","['经济生活', '政治生活', '文化生活', '社会生活']",['政治生活']
人民安全是国家安全的宗旨、经济安全是国家安全的根本、国家利益至上是国家安全的准则.,"['正确', '错误']",['错误']
人民政协是多党合作和政治协商的机构,"['正确', '错误']",['正确']
"培育和践行(),倡导社会主义荣辱观.","['毛泽东思想', '社会主义核心价值观', '习近平新时代中国特色社会主义思想', '三个代表重要思想']",['社会主义核心价值观']
"中国同国际市场密切关联,全球经济情况总体(),中国不可能独善其身.","['弱', '偏弱', '强', '偏强']",['偏弱']
深化党和国家机构改革是提高党的执政能力和领导水平的必然要求,"['正确', '错误']",['正确']
党的根本大法是(),"['《中华人民共和国宪法》', '《中华人民共和国公务员法》', '《中国共产党章程》', '《中华人民共和国公务员法》']",['《中国共产党章程》']
"下列选项中,哪个是党的十九大提出的新时代坚持和发展中国特色社会主义的关于生态的基本方略.()","['坚持新发展概念', '坚持人与自然和谐共生', '坚持推动构建人类命运共同体', '坚持总体国家安全观']",['坚持人与自然和谐共生']
我们的立国之本是(),"['和平共处五项原则', '中国共产党的领导', '四项基本原则', '改革开放']",['四项基本原则']
"改革必须坚持正确方向,既不走封闭僵化的老路、也不走改旗易帜的邪路.","['正确', '错误']",['正确']
"区域发展协调性增强,“一带一路”建设、京津冀协同发展、()带发展成效显著.","['长江经济', '东北经济', '黄河经济', '沿海经济']",['长江经济']
"坚持去产能、去库存、去杠杆、()、补短板,优化存量资源配置.","['降能耗', '重创新', '提质量', '降成本']",['降成本']
中国共产党领导人民发展()经济.,"['社会主义市场', '社会主义计划', '新时代社会主义市场', '新时期社会主义市场']",['社会主义市场']
"500米口径球面射电望远镜被誉为“中国天眼”,是具有我国自主知识产权、世界最大单口径、最灵敏的射电望远镜.","['正确', '错误']",['正确']
"习近平总书记提出,要把推进供给侧结构性改革作为经济工作的主线","['正确', '错误']",['正确']
"习近平代表中国政府宣布,设立“南南合作援助基金”,设立为期()年","['10', '5', '15', '20']",['10']
中国同以下哪两个国家共同倡导和平共处五项原则,"['印度；越南', '印度；缅甸', '老挝；越南', '老挝；缅甸']",['印度；缅甸']
新党章提出()就是金山银山的思想.,"['蓝天白云', '绿水蓝天', '蓝天青山', '.绿水青山']",['.绿水青山']
"坚定不移贯彻新发展理念,坚决端正发展观念、(),发展质量和效益不断提升.","['增加产品数量', '提高发展质量', '转变发展方式', '发展积极性']",['转变发展方式']
我国正在处于实现“两个一百年”奋斗目标中()一百年奋斗目标、全面建成小康社会的决胜阶段.,"['第一个', '第二个']",['第一个']
"在干部选拔任用工作中,违反干部选拔任用规定,对直接责任者和领导责任者,给予()处分.","['警告或严重警告', '撤销党内职务', '党内察看', '开出党籍']",['警告或严重警告']
新时代坚持和发展中国特色社会主义的根本动力是全面深化改革,"['正确', '错误']",['正确']
"党的十九大报告指出,过去五年的历史性成就是全方位、开创性的","['正确', '错误']",['正确']
"党的十九大报告指出,要深化文化体制改革,加快构建把()放在首位、社会效益和经济效益相统一的体制机制.","['文化建设', '经济建设', '社会效益', '经济效益']",['社会效益']
"从程序上看,中国共产党党章修改体现了权威性、科学性和民主性的统一","['正确', '错误']",['错误']
"十九大报告提出新型国际关系,以下哪项是不包括在内的?()","['相互尊重', '公平公正', '合作共赢', '平等互信']",['平等互信']
()年爆发了国际经济金融危机,"['2008', '2010', '2015', '2018']",['2008']
开放是国家繁荣的必由之路,"['正确', '错误']",['正确']
"党的中央纪律检查委员会根据工作需要,可以向中央一级党和国家机关派驻党的纪律检查组或纪律检查员.纪律检查组组长或纪律检查员可以()该机关党的领导组织的有关会议.","['出席', '列席', '不能参加', '旁听']",['列席']
"现在全球8亿贫困人口中,一半以上是()","['老人', '青年', '妇女', '孩子']",['妇女']
以人民为中心是新时代坚持和发展中国特色社会主义根本立场,"['正确', '错误']",['正确']
"在全面建成小康社会的基础上,再奋斗()年,基本实现社会主义现代化.","['十六', '十二', '十五', '十']",['十五']
"工商界是推动经济和贸易发展的主力军,也是推进亚太经合组织合作不可或缺的重要力量.","['正确', '错误']",['正确']
"习近平强调,美术教育是美育的重要组成部分,对塑造美好心灵具有重要作用.","['正确', '错误']",['正确']
"习近平总书记在中国科学院第17次院士大会上提出,科学是民族进步之魂,创新是国家强盛之基.","['正确', '错误']",['错误']
中国正在大力推进创新驱动()战略.,"['合作', '发展', '共赢', '和平']",['合作']
"中国是世界上最大的发展中国家,我们在前进道路上仍然面临不少困难和挑战,要使全体中国人民都过上美好生活,需要付出长期不懈的努力.","['正确', '错误']",['正确']
新时代军队的要求不包括下列哪项？(),"['听党指挥', '能打胜仗', '战无不胜', '作风优良']",['战无不胜']
"国家形象提升得益于多重因素,聚焦十九大,中国文化领域改革什么基本形成？","['主体框架', '主要目标', '基本文案', '文化目标']",['主体框架']
"党的各级代表大会的代表和委员会的产生,要体现()的意志.选举采用无记名投票的方式.候选人名单要由党组织和选举人充分酝酿讨论.","['党员代表', '选举人', '党组织', '全体人民']",['选举人']
"《党章》规定,当党员对党的决议和政策有不同意见时,下列说法中,正确的应该是","['可以不执行党的决议和政策', '在坚决执行的前提下,可以声明保留,并且可以把自己的意见向党的上级组织直至中央提出', '必须坚决执行,不可以声明保留,也不允许向上级组织提出', '在不执行的同时,向上级组织提出']","['在坚决执行的前提下,可以声明保留,并且可以把自己的意见向党的上级组织直至中央提出']"
"巩固人民民主专政,建设社会主义().","['文化文明', '政治文明', '生态文明', '道德文明']",['政治文明']
"一人有《中国共产党纪律处分条例》分则中规定的两种以上(含两种)应当受到党纪处分的违纪行为,应当(),按其数种违纪行为中应当受到的最高处分加重一档给予处分.","['合并处理', '分别处理', '.视情况处理', '依次处理']",['合并处理']
中国即将进入全面建成小康社会的决定性阶段.实现这个目标是实现中华民族伟大复兴中国梦的关键一步.,"['正确', '错误']",['正确']
"习近平总书记提出,要把推进供给侧结构性改革作为经济工作的()","['目标', '目的', '方向', '主线']",['主线']
党风廉政建设的核心问题是(),"['解决党同人民群众的鱼水关系', '密切党同人民群众的血肉联系', '全面从严治党', '坚决惩治腐败']",['密切党同人民群众的血肉联系']
"《党章》规定,对于严重触犯刑律的党员,必须().","['开除党籍', '留党察看', '撤销党内职务', '开除公职']",['开除党籍']
实施乡村振兴战略要实现小农户和()有机衔接,"['大机器', '新兴科技', '现代农业发展', '互联网']",['现代农业发展']
第三代中央领导集体以()同志为核心,"['江泽民', '胡锦涛', '温家宝', '习近平']",['江泽民']
《中国共产党纪律处分条例》是根据()制定的,"['中国共产党章程', '.宪法', '廉政行为准则', '八项规定']",['中国共产党章程']
"《党章》规定,党的各级领导干部要正确行使人民赋予的权力,(),依法办事,清正廉洁,勤政为民,以身作则,艰苦朴素,密切联系群众,坚持党的群众路线,自觉地接受党和群众的批评和监督.","['追求卓越', '坚持原则', '坚持原则', '量力而为']",['坚持原则']
.要有“四个自信”的精神状态:道路自信、理论自信、制度自信、()自信,"['文化', '道德', '体制', '文明']",['文化']
"党的十九大报告指出,要深入贯彻以()为中心的发展思想","['国家', '公民', '人民', '社会']",['人民']
国家的一切权利属于公民,"['正确', '错误']",['错误']
"中国政府采取国家补贴等方式支持中国企业在海外进行拓展,对其他市场主体()公平","['可能', '一定', '不', '一定不']",['可能']
"为了推动人与自然的和谐发展现代建设化建设新格局,为保护生态环境做出我们这代人的努力,我们应该牢固树立()","['社会主义自然保护观', '社会主义生态环境观', '社会主义生态文明观', '社会主义文明生活观']",['社会主义生态文明观']
"2018年《政府工作报告》指出,产权制度是社会主义市场经济的基石.所以,要以()为导向,完善相关法律法规","['保护产权、维护契约、统一市场、平等交换、公平竞争', '保护产权、维护约定、统一市场、平等交易、公平竞争', '保护产权、维护约定、统一管理、平等交换、公平竞争', '保护产权、维护约定、统一市场、平等交易、公平竞争']",['保护产权、维护契约、统一市场、平等交换、公平竞争']
"习近平在中国文联十大、中国作协九大开幕式上讲话中说道,()是更基础、更广泛、更深厚的自信,是更基本、更深沉、更持久的力量.","['文艺自信', '文化自信', '理论自信', '制度自信']",['文化自信']
"有事好商量,众人的事情由众人商量,是人民民主的真谛.协商民主是实现党的领导的重要方式,是我国社会主义民主政治的特有形式和独特优势.人民政协是具有中国特色的制度安排,是社会主义协商民主的重要渠道和专门协商机构.","['正确', '错误']",['正确']
实施军民融合发展战略是构建一体化国家战略体系和能力的必然选择,"['正确', '错误']",['正确']
"1955年,北京会议通过的十项原则是对和平共处五项原则的引申和发展","['正确', '错误']",['错误']
"中国精神就是以爱国主义为核心的民族精神,以改革创新为核心的时代精神.","['正确', '错误']",['正确']
"《中共中央国务院关于做好2022年全面推进乡村振兴重点工作的意见》指出,加强乡镇、村集中换届后领导班子建设,全面开展农村基层干部乡村振兴主题培训.持续排查整顿软弱涣散村党组织.发挥驻村第一书记和工作队抓党建促乡村振兴作用.","['正确', '错误']",['正确']
()是持续发展的必要条件,"['协调', '共享', '绿色', '以上都是']",['绿色']
"在新时代,中国共产党人把马克思主义基本原理同新时代中国具体实际结合起来,团结带领人民进行伟大斗争、建设伟大工程、推进伟大事业、实现伟大().","['梦想', '任务', '使命', '目标']",['梦想']
"党要管党、从严治党,是党的建设的一贯要求和根本方针.","['正确', '错误']",['正确']
"供给侧结构性改革深入推进,经济结构不断优化,数字经济等新兴产业蓬勃发展.","['正确', '错误']",['正确']
中共十八大规划了中国从现在到本世纪中叶的发展蓝图,"['正确', '错误']",['错误']
发展应该统筹推进经济建设、政治建设、文化建设、()、生态文明建设.,"['思想建设', '对外建设', '开放建设', '社会建设']",['社会建设']
"全面从严治党,核心是加强党的领导,基础在全面,关键在治,要害在严.","['正确', '错误']",['错误']
"实施创新驱动发展战略,最根本的是要增强自主创新能力","['正确', '错误']",['正确']
我国正在建设知识型、()、创新型劳动者大军.,"['吃苦型', '技能型', '创造型', '智能型']",['技能型']
以下属于普通权利的是(),"['宗教信仰自由', '婚姻自由权', '人身自由', '劳动权']",['婚姻自由权']
"中国将坚定不移走和平发展道路,坚定不移奉行独立自主的和平外交政策,坚定不移奉行互利共赢的开放战略.中国的发展离不开世界,世界的发展也需要中国.","['正确', '错误']",['正确']
中国外交有原则、重情谊、讲道义、谋公正.,"['正确', '错误']",['正确']
解决人民温饱问题、人民生活总体上达到小康水平这两个目标还未实现.,"['正确', '错误']",['错误']
"全面提高党的建设科学化水平,全党要增强紧迫感和责任感,牢牢把握的主线是()","['加强党的执政能力建设', '加强先进性、纯洁性建设和党的执政能力建设', '加强先进性和纯洁性建设', '加强党的执政能力建设、先进性和纯洁性建设']",['加强党的执政能力建设、先进性和纯洁性建设']
()是指导更快更好发展的根本指南,"['文化教育', '科学发展观', '经济', '科技']",['科学发展观']
"习近平强调,打好脱贫攻坚战是党的十九大提出的三大攻坚战之一","['正确', '错误']",['正确']
科技创新是提高社会生产力和综合国力的战略支撑,"['正确', '错误']",['正确']
"()在其巨著《中国科技史》中深入总结了中国古代科技发展的成就,中国要紧跟新的科技革命潮流,努力创造一流的科技成果.","['何勇', '尹梦节', '李柯', '李约瑟']",['李约瑟']
"中国共产党在社会主义初级阶段的基本路线是：领导和团结全国各族人民,以经济建设为中心,坚持()基本原则,坚持改革开放,自力更生,艰苦创业,为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国而奋斗.","['三项', '四项', '五项', '六项']",['四项']
"我们确立了“两个一百年”奋斗目标,即到()年实现国内生产居民人均收入比2010年翻一番,全面建成小康社会","['2020', '2023', '2024', '2025']",['2020']
"被誉为“工人阶级的圣经”的()是马克思主义最厚重、最丰富的著作,.","['共产党宣言', '资本论', '剩余价值理论', '工人联合会']",['资本论']
"党的十八届四中全会指出面对新形势新任务,必须更好发挥法治的","['教育和预测作用', '引领和规范作用', '指引和教育作用', '引领和强制作用']",['引领和规范作用']
"马克思主义的命运早已同中国共产党的命运、中国人民的命运、中华民族的命运紧紧连在一起,它的()和真理性在中国得到了充分检验.","['逻辑性', '科学性', '人民性', '实践性']",['科学性']
确立和维护无产阶级政党的领导核心始终是马克思主义建党学说的(),"['基本目标', '根本目标', '基本观点', '根本观点']",['基本观点']
"“三个代表”重要思想是对马克思列宁主义、毛泽东思想、邓小平理论的继承和发展,反映了当代世界和中国的发展变化对党和国家工作的新要求,是加强和改进党的建设,推进()的强大理论武器,是中国共产党集体智慧的结晶,是党必须长期坚持的指导思想.","['我国社会主义自我完善和发展', '社会主义现代化建设', '改革开放', '依法治国']",['我国社会主义自我完善和发展']
"要坚持对外开放的基本国策,吸收和借鉴人类社会创造的一切().","['文明成果', '科技文明', '科学文明', '科学成果']",['文明成果']
"习近平在致首届丝绸之路国际文化博览会的贺信中指出,贯通亚欧的丝绸之路架起了一座东西方友好往来,文明交流的重要桥梁.","['正确', '错误']",['正确']
绿色科技是人类建设美丽地球的重要手段,"['正确', '错误']",['正确']
"供给侧结构性改革需要加快建设()强国,加快发展先进制造业.","['文化', '创新', '制造', '经济']",['制造']
"中白作为联合国创始会员国,要加强在联合国和其他国际组织中的协调和配合,推动国际秩序和国际体系朝着更加公正合理的方向发展.","['正确', '错误']",['正确']
以下哪一个不属于“四个全面”的内容(),"['全面建成小康社会', '全面对外开放', '全面深化改革', '全面从严治党']",['全面对外开放']
是党组织教育管理党员和党员进行党性锻炼的主要平台.,"['党代会', '民主生活会', '党内政治生活', '群众路线教育实践活动']",['党内政治生活']
"2018年是中央电视台建台()周年,习近平在贺信中强调锐意改革创新,壮大主流舆论,努力打造具有强大引领力传播力影响力的国际一流新兴媒体.","['50', '60', '70', '80']",['60']
"是解决党内予盾的有力武器,也是保持党的肌体健康的有力武器.","['批评和自我批评', '民主生活会', '党内政治斗争', '政治路线教育']",['批评和自我批评']
党的十九大报告中提出的要全面加强党的“五大建设”是(),"['思想建设、组织建设、作风建设、文化建设和制度建设', '思想建设、组织建设、文化建设、反腐倡廉建设和制度建设', '政治建设、思想建设、组织建设、作风建设和纪律建设', '政治建设、思想建设、组织建设、反腐倡廉建设和纪律建设']",['政治建设、思想建设、组织建设、作风建设和纪律建设']
"坚持全面从严治党.勇于自我革命,从严管党治党,是我们党最鲜明的品格.","['正确', '错误']",['正确']
第一代中央领导集体以()同志为核心,"['毛泽东', '邓小平', '周恩来', '刘少奇']",['毛泽东']
"中国是核电发展最快的国家,同时保持着良好核安全纪录.作为最大的发展中国家,中国始终在确保安全的前提下,致力于开发利用核能,弥补能源需求缺口,应对气候变化挑战.","['正确', '错误']",['正确']
