question,options,right_answer
"下列选项中,体现了中华民族爱国主义优良传统的是().","['“见贤思齐焉,见不贤而内自省也”', '“先天下之忧而忧,后天下之乐而乐”', '“爱人者,人恒爱之；敬人者,人恒敬之”', '“博学之,审问之,慎思之,明辨之,笃行之”']","['“先天下之忧而忧,后天下之乐而乐”']"
树立科学的理想是实现理想的前提.(),"['正确', '错误']",正确
列强未能瓜分中国的根本原因在于(),"['列强之间的矛盾', '中国的实力', '中华民族不屈不挠的反侵略斗争', '义和团运动']",['中华民族不屈不挠的反侵略斗争']
"()有权利举报食品生产经营中违反食品安全法的行为,有权向有关部门了解食品安全信息,对食品安全监督管理工作提出意见和建议.","['国家公职人员', '任何组织和个人', '相关的监督管理部门']",['任何组织和个人']
毛泽东提出区别革命道德和一切剥削阶级道德的根本分界线是().,"['集体主义', '为人民服务', '理想信念', '奋斗精神']",['为人民服务']
"在中国革命、建设和改革中形成的中国革命道德,是先进价值观在道德领域的集中体现,蕴含着培育和践行社会主义核心价值观的丰富思想道德资源.()","['正确', '错误']",正确
私人生活的特点是具有一定的封闭性和隐秘性.,"['对', '错']",对
.为人民服务是社会主义道德建设的原则.(),"['正确', '错误']",['错误']
各种不同的人生境界有高低之分.(),"['正确', '错误']",正确
"为了让对方支持他复辟帝制,袁世凯与哪个国家签定严重丧权辱国的“二十一条”？()","['英国', '法国', '美国', '日本']",['日本']
大学生树立创新学习的理念是().,"['标新立异', '自由学习', '全面学习', '突破旧的思维定势、善于思考']",['突破旧的思维定势、善于思考']
公正司法是维护社会公平正义的最后一道防线.(),"['正确', '错误']",正确
社会公德是人类社会文明成果的一种沉淀和积累.社会公德的特点有().,"['基础性', '全民性', '强制性', '相对稳定性']","['基础性', '全民性', '相对稳定性']"
"道德对社会经济关系的反映是以()的方式把握世界,引导和规范人们的社会实践活动","['能动', '主动', '消极被动', '积极']",能动
".一个人只有从行为上真正认同、遵守法律的正义性和权威性,才会形成对法律的信仰,进而自觉维护法律权威.()","['正确', '错误']",['错误']
马克思主义具有与时俱进的品格.(),"['正确', '错误']",正确
法律权威是指法律在社会生活中的作用力、影响力和公信力.(),"['正确', '错误']",正确
对社会成员个人理想的凝练和升华的是().,"['社会理想', '职业理想', '道德理想', '生活理想']",社会理想
"信念是认知、情感和意志的有机统一体,是人们在一定的认识基础上确立的对某种思想或事物坚信不疑并身体力行的心理态度和精神状态.()","['对', '错']",对
合理合法指的是执法者和社会成员的行为要依法进行.(),"['对', '错']",对
《中共中央关于全面推进依法治国若干重大问题的决定》提出建立()制度.,"['宪法效忠', '宪法拥护', '宪法宣誓', '宪法忠心']",['宪法宣誓']
.马克思主义是科学性、革命性、崇高性相统一的思想体系.(),"['正确', '错误']",正确
"1933年5月,原西北军将领冯玉祥在()成立察哈尔民众抗日同盟军,并谋求同共产党合作.","['绥远', '张家口', '石家庄', '通化']",['张家口']
人权的评价标准是多元的.(),"['正确', '错误']",正确
"迄今为止,人类社会先后出现了道德发展的()种历史类型.","['四', '五', '六', '七']",['五']
"鸦片战争爆发前夕,一英国殖民者说：“这是把我们将来和这个帝国的商务安放在稳固而广阔的基础之上的最有希望的机会.”此观点的本质,是通过战争使英国()","['对华贸易合法化', '扭转对华贸易逆差', '打开与中国进行贸易的大门', '获得倾销商品的市场和原料供应地']",['获得倾销商品的市场和原料供应地']
方志敏的作品是(),"['《可爱的中国》', '《谁是最可爱的人》', '《就义诗》', '《青春之歌》']",《可爱的中国》
举行()依法必须事先经过公安机关许可.,"['结社', '集会', '游行', '示威']","['集会', '游行', '示威']"
"我国宪法法律规定的公民权利与义务,主体为全体公民,权利范围涵盖社会政治经济文化生活的各个方面,说明我国宪法法律规定的公民权利与义务具有().","['全面性', '公平性', '真实性', '广泛性']",['广泛性']
辩护权属于实体性权利.(),"['正确', '错误']",['错误']
"理想信念之所以能成为一种推动人生实践和杜会生活的巨大力量,是因为它具有()","['思想性', '实践性', '时代性', '阶级性']",['实践性']
"在社会主义制度下,尽管因为个人地位高低贵贱存在职业差别,但是从业者之间以及从业者与服务对象之间都是平等的.()","['正确', '错误']",['错误']
追求共产主义远大理想与坚定中国特色社会主义共同理想是统一的.(),"['正确', '错误']",正确
"良好的心理品质有利于个人与他人建立良好的人际关系,下列选项中属于良好心理品质的有","['冷漠', '嫉妒', '乐观', '猜疑']",['乐观']
"义务法定,一方面是说义务的设定必须有(),另一方面是说法定的义务应当履行,否则会承担不利的法律后果.","['法律根据', '法律结果', '法律依据', '法律证据']",['法律依据']
"即使在个人独处无人监督时,也要坚守自己的道德信念,对自己的言行小心谨慎,不做任何不道德的事这说的是个人在进行自我修养时,应该","['坚持“慎独”,纯洁品质', '学习榜样,积极进取', '虚心求教,勤于积累', '闭门造车,坐而论道']","坚持“慎独”,纯洁品质"
"大学生要增强社会主人翁责任感,珍惜国家、集体财产,爱护公物,坚决同损害公共财产、破坏公物的行为作斗争.()","['正确', '错误']",正确
"修身自律,保持节操是()的要求","['职业道德', '社会法律', '社会公德', '革命道德']",['革命道德']
"李大钊曾经指出：“老于旅途的人,走到平坦的地方,固然高高兴兴的往前走,走到崎岖的境界,愈是奇趣横生,觉得在此奇绝壮观的境界,愈能感到一种冒险的美趣”,“要知在艰难的国运中建造国家,亦是人生中最有趣的事”.这段话的意思不包括().","['一个革命者要有树立为国家和民族献身的社会理想', '追求理想要不断磨炼自己的意志和毅力', '靠冒险就能实现理想', '要有艰苦奋斗的精神']",['靠冒险就能实现理想']
"按照规定的内容、法律地位和制定的程序不同,法律可以划分为根本法和普通法.其中,根本法又称宪法.()","['正确', '错误']",正确
"1945年,陪同毛泽东赴重庆同国民党进行谈判的除王若飞外,还有()","['周恩来', '邓小平', '刘少奇', '彭德怀']",周恩来
爱国应当是一种理性行为.(),"['正确', '错误']",正确
"在中国近代史上,喊出“振兴中华”时代最强音的伟大先行者是()","['林则徐', '洪秀全', '孙中山', '康有为']",['孙中山']
"不同时代有不同时代的任务,这一任务反映到爱国主义的内容上,就是特定时代条件下爱国主义的主题.新时期爱国主义的主题是().","['尊重知识,尊重人才', '追求崇高的共产主义理想', '建设有中国特色的社会主义', '热爱祖国的大好河山和悠久历史']",['建设有中国特色的社会主义']
"法律在本国主权范围内对所有人具有普遍的约束力,所有国家机关、社会组织和公民个人都必须遵守法律,指的是().","['法律的至上性', '法律的普遍适用性', '法律的不可违抗性', '法律的制约性']",['法律的普遍适用性']
"在阶级社会中,社会经济关系的阶级特性决定了道德的阶级属性.()","['正确', '错误']",正确
下列属于西方学者关于权利问题的观点是().,"['认为权利是天赋的,是人与生俱来的自然权利观', '认为人的权利是神赋予的神授权利观', '认为国家创制法律、权利的内容和保障均由法律规定的法律权利观', '认为权利是由人与人之间的社会关系而产生的,个人权利要在社会利益得到保障的前提下才能存在和实现的社会权利观']","['认为权利是天赋的,是人与生俱来的自然权利观', '认为人的权利是神赋予的神授权利观', '认为国家创制法律、权利的内容和保障均由法律规定的法律权利观', '认为权利是由人与人之间的社会关系而产生的,个人权利要在社会利益得到保障的前提下才能存在和实现的社会权利观']"
只有公民才能享有法律权利和承担法律义务.(),"['正确', '错误']",['错误']
"每个人都应该自觉遵守家庭美德,重视家庭、注重家教、注重家风,促进家庭生活的和谐与幸福.()","['正确', '错误']",正确
"“报国之心,死而后已”的名言表达了中华民族爱国主义优良传统中的“热爱祖国,矢志不渝”的爱国主义情怀.()","['对', '错']",对
属于程序性权利的有(),"['起诉权', '上诉权', '辩护权', '代理权']","['起诉权', '上诉权', '辩护权', '代理权']"
公共生活是最普遍、最基本的社会生活.(),"['正确', '错误']",正确
"冯友兰在论人生境界中提到,()是人生境界的最高层次.","['自然境界', '功利境界', '天地境界', '道德境界']",['天地境界']
"聚集于露天公共场所,发表意见、表达意愿的活动称为().","['示威', '游行', '集会', '结社']",['集会']
法是统治阶级全部意志的体现.(),"['正确', '错误']",['错误']
"树立中国特色社会主义共同理想,是社会主义核心价值体系的主题.()","['正确', '错误']",正确
属于人身权利的权利包括().,"['生命权', '健康权', '住宅安全权', '通信自由权']","['生命权', '健康权', '住宅安全权', '通信自由权']"
"解放战争中,三大战役胜利的战略意义在于()","['粉碎了国民党的重点进攻', '奠定了解放长江以南各省的基础', '解放了东北、华北全境', '基本消灭了国民党军队的主力']",['基本消灭了国民党军队的主力']
"如何做一个忠诚的爱国者,下列正确的是().","['爱国既需要情感的基础,也需要理性的认识,更需要实际的行动', '爱国不是简单的情感表达,应当是一种理性的行为,要讲原则、守法律,以合理合法的方式来进行', '只有把国家的安全、荣誉和利益放在高于一切的地位,始终做到爱国的深厚情感、理性认识和实际行动相一致', '与祖国同呼吸、共命运']","['爱国既需要情感的基础,也需要理性的认识,更需要实际的行动', '爱国不是简单的情感表达,应当是一种理性的行为,要讲原则、守法律,以合理合法的方式来进行', '只有把国家的安全、荣誉和利益放在高于一切的地位,始终做到爱国的深厚情感、理性认识和实际行动相一致', '与祖国同呼吸、共命运']"
"当代中国的爱国主义,既承接了历史上中华民族爱国主义的优良传统,又吸收了新时期发展中国特色社会主义的时代任务,是中华民族爱国主义的一个新阶段.新时期爱国主义的主题是()","['建设生态文明', '发展循环经济', '促进世界和平', '建设和发展中国特色社会主义']",['建设和发展中国特色社会主义']
"每一个青年的前途离不开国家的前途,没有国家的前途也就没有青年的前途.()","['正确', '错误']",['正确']
"下列选项,属于破坏选举的行为包括().","['以金钱或者其他财物贿赂选民或者代表,妨害选民和代表自由行使选举权和被选举权的', '以暴力、威胁、欺骗或者其他非法手段妨害选民和代表自由行使选举权和被选举权的', '伪造选举文件、虚报选举票数或者有其他违法行为的', '对于控告、检举选举中违法行为的人,或者对于提出要求罢免代表的人进行压制、报复的']","['以金钱或者其他财物贿赂选民或者代表,妨害选民和代表自由行使选举权和被选举权的', '以暴力、威胁、欺骗或者其他非法手段妨害选民和代表自由行使选举权和被选举权的', '伪造选举文件、虚报选举票数或者有其他违法行为的', '对于控告、检举选举中违法行为的人,或者对于提出要求罢免代表的人进行压制、报复的']"
"正确评价人生价值,应坚持().","['能力有大小与贡献须尽力相统一', '物质贡献与精神贡献相统一', '完善自身与贡献社会相统一', '动机与效果相统一']","['能力有大小与贡献须尽力相统一', '物质贡献与精神贡献相统一', '完善自身与贡献社会相统一', '动机与效果相统一']"
"在参与经济全球化的过程中,中国应该坚持的态度,下列正确的是().","['充分利用经济全球化所提供的机遇发展自己', '坚决维护国家的主权和尊严,按照本国国情坚持和发展自己的政治制度和民族文化', '服从世界政治一体化和文化一体化', '屈从发达国家的价值取向']","['充分利用经济全球化所提供的机遇发展自己', '坚决维护国家的主权和尊严,按照本国国情坚持和发展自己的政治制度和民族文化']"
渡江战役的起止地点为(),"['东起江阴,西至湖口', '东起湖口,西至江阴', '东起南京,西至汉口', '东起淮阴,西至淮南']","['东起江阴,西至湖口']"
"正确对待人生顺境与逆境的态度,应该是()","['悲观厌世的人生态度', '愤世嫉俗的人生态度', '积极进取的人生态度', '孤傲自赏的人生态度']",['积极进取的人生态度']
"下列中的()是大学阶段的主要任务,是大学生活的中心内容.","['学习', '参加社团活动', '锻炼身体', '建立好的人际关系']",['学习']
"在对待传统道德的问题上,要反对文化复古主义思潮和历史虚无主义思潮.()","['正确', '错误']",['正确']
"《中华人民共和国刑法》第5条规定:“刑罚的轻重,应当与犯罪分子所犯罪行和承担的刑事责任相适应”.这体现的是().","['罪刑法定原则', '罪刑相适应原则', '法律面前人人平等原则', '以事实为根据,以法律为准绳的原则']",['罪刑相适应原则']
"信念是人类特有的精神现象,它是()","['意志的主要体现', '认知、情感和意志的统一体', '通过认识的就可以形成的', '情感的唯一产物']",['认知、情感和意志的统一体']
"刑事诉讼中,在事故现场所作的书面记录和绘图、照片等,属于哪一种证据？()","['书证', '勘验、检查笔录', '鉴定结论', '物证']",['勘验、检查笔录']
中共一大召开的时间是1921年(),"['8月23日', '7月23日', '9月23日', '10月23日']",['7月23日']
公民对社会给予的褒扬享有的权利称为().,"['人格权', '荣誉权', '名誉权', '隐私权']",['荣誉权']
下列关于社会主义法律的说法不正确的是().,"['社会主义法律是人类历史上唯一以公有制为基础的新型法律', '社会主义法律坚持与市场经济相适应的契约自由原则', '社会主义法律实现了对历史上各种类型法律制度的超越', '社会主义法律本质上不是剥削阶级类型法律制度']",['社会主义法律坚持与市场经济相适应的契约自由原则']
康有为等人建立的具有资产阶级政党性质的团体是(),"['保国会', '强学会', '共进会', '兴中会']",['保国会']
"1947年7-9月,中国共产党在河北省平山县召开全国土地会议,制定和通过了()","['《中国人民政治协商会议共同纲领》', '《五四指示》', '《对时局的意见》', '《中国土地法大纲》']",['《中国土地法大纲》']
少数公民可以享有法内或者法外特权.(),"['正确', '错误']",['错误']
我国宪法法律规定的公民权利与义务具有的特征包括().,"['广泛性', '公平性', '真实性', '时代性']","['广泛性', '公平性', '真实性']"
凡具有中华人民共和国国籍的人都是中华人民共和国(),"['居民', '人民', '公民', '国民']",['公民']
下列关于遵义会议的表述不正确的是(),"['事实上确立了毛泽东为核心的正确领导', '彻底清算了王明""左""倾错误路线的思想根源', '在危急情况下挽救了党和红军', '取消了李德的军事最高指挥权']","['彻底清算了王明""左""倾错误路线的思想根源']"
.道德赖以产生的客观条件是社会关系的形成.(),"['正确', '错误']",['正确']
"的人,不适用死刑,但以特别残忍手段致人死亡的除外","['审判时年满八十周岁', '审判时年满七十五周岁', '犯罪时年满八十周岁', '犯罪时年满七十五周岁']",['审判时年满七十五周岁']
"法律义务履行形式中的作为,是指().","['义务人实施积极的行为', '义务人不得实施某种行为', '义务人保持沉默', '义务人取得很大的成就,很有作为']",['义务人实施积极的行为']
"权力制约是指国家机关的权力必须受规制和约束,也就是要把权力关进制度的笼子里.人民群众的监督是约束权力最大的“笼子”,具有制约公权力的重要功能.()","['正确', '错误']",['错误']
我国社会主义法律的优越性主要体现在它的本质上.下列关于我国社会主义法律本质的表述中正确的有().,"['我国社会主义法律具有广泛的人民性,而不再具有阶级性', '我国社会主义法律尊重和反映了客观规律,因而具有先进性', '我国社会主义法律是建设中国特色社会主义事业的制度保障', '我国社会主义法律坚持辩证唯物主义和历史唯物主义的世界观和方法论']","['我国社会主义法律尊重和反映了客观规律,因而具有先进性', '我国社会主义法律是建设中国特色社会主义事业的制度保障', '我国社会主义法律坚持辩证唯物主义和历史唯物主义的世界观和方法论']"
"1945年8月国共两党重庆谈判,签订的协定是()","['《双十协定》', '《停战协定》', '《共同纲领》', '《国内和平协定》']",['《双十协定》']
"依法治国与党的领导、人民当家作主的关系,哪个说法是正确的？()","['党的领导是人民当家作主和依法治国的根本保证', '坚持党的领导会破坏法律的至高地位', '人民当家作主与党的领导具有矛盾性', '依法治国应该向西方学习,搞精英法治']",['党的领导是人民当家作主和依法治国的根本保证']
"()年,国务院新闻办公室发表了《中国的人权状况》白皮书.","['1982', '1999', '1991', '2001']",['1991']
网络社会是“虚拟实在”的社会.因此不需讲道德.(),"['正确', '错误']",['错误']
个人品德建设的目标是培养社会成员良好的个人品德.良好个人品德的形成(),"['是对个人行为的限制', '是个人全面发展的要求', '是对集体行为的限制', '需依靠圉家强制力量的保障']",['是个人全面发展的要求']
"孙中山曾激励广大青年：“要立志做大事,不要立志做大官.”就是希望青年人要()","['个人奋斗', '不做大官', '做对自己一生发展有影响的大事', '以国家民族的命运为己任,不以个人的荣华富贵为人生理想']","['以国家民族的命运为己任,不以个人的荣华富贵为人生理想']"
"如果每一个从业人员都能自觉遵守负责任的要求,社会就会形成人人都是服务者的良好秩序与和谐秩序.()","['正确', '错误']",['错误']
城市和农村按居民居住地区设立的居民委员会或村民委员会是基层群众性行政机构.(),"['对', '错']",['对']
自然科学家和社会科学家都对国家的繁荣富强担负着重大的责任.(),"['正确', '错误']",['正确']
"1938年初,国民政府改组军事委员会,下设政治部,()被聘请担任政治部副部长","['叶剑英', '叶挺', '周恩来', '王若飞']",['周恩来']
"坚定崇高的理想信念,是大学生健康成长、成就事业的精神支柱和前进动力.()","['正确', '错误']",['正确']
选举权利包括().,"['任命权', '选举权', '被选举', '自荐权']","['选举权', '被选举']"
监护是为无完全民事行为能力人设定专人以保护和管理其人身和财产利益的法律制度.下列关于监护人职责的表述不正确的是(),"['保护被监护人的人身、财产及其他合法权益', '承担被监护人毁坏他人财物的刑事法律责任', '承担被监护人致人损害的侵权赔偿责任', '代理被监护人进行民事活动']",['承担被监护人毁坏他人财物的刑事法律责任']
"经济全球化是当今时代发展的重要趋势.在这一背景下,人们对如何处理爱国主义与参与经济全球化的关系,形成了许多不同的观点.下列观点中正确的是()","['爱国主义已经过时', '民族国家的界限已经不太明显', '把国家的主权和安全放在第一位', '不要过分强调自己的主权和利益']",['把国家的主权和安全放在第一位']
社会公德是一个社会精神文明的综合指标.(),"['正确', '错误']",['正确']
社会主义社会占统治地位的价值观念是(),"['公有观念', '私有观念', '民有观念', '共有观念']",['公有观念']
"中国传统道德从整体上来说在今天已经失去了价值和意义,不能满足我国现代化建设的需要,必须从整体上予以全盘否定.()","['正确', '错误']",['错误']
道德具有调节功能、认识功能、教育功能和导向功能.(),"['对', '错']",['错']
()是人民当家作主和依法治国的根本保证.,"['党的领导', '民主集中制', '人民代表大会制度', '社会主义道路']",['党的领导']
"法律权利与法律义务平等,是现代法治的基本原则,是社会公平正义的重要方面.表现为().","['法律权利与法律义务平等表现为法律面前人人平等被确立为基本原则,这里的平等讲的就是权利和义务平等.', '在法律权利和法律义务的具体设定上要平等.', '权利与义务的实现要体现平等', '法律权利与法律义务不可能平等']","['法律权利与法律义务平等表现为法律面前人人平等被确立为基本原则,这里的平等讲的就是权利和义务平等.', '在法律权利和法律义务的具体设定上要平等.', '权利与义务的实现要体现平等']"
任何时代的法律义务的内容都是相同的.(),"['正确', '错误']",['错误']
"在发展社会主义市场经济的条件下,依据我国经济生活和人们思想道德状况的实际,将社会主义集体主义的道德要求分为哪些层次,错误的是()？","['无私奉献、一心为公', '先公后私、先人后己', '公私兼顾、不损公肥私', '反对个人极端主义']",['反对个人极端主义']
市场经济活动的基本道德准则是().,"['爱国守法', '诚实守信', '团结友善', '勤俭自强']",['诚实守信']
国家治理体系和治理能力的重要依托是().,"['法律', '法治', '民主', '德治']",['法治']
"报载南京某高校毕业的博士生上街乞讨,称只想过简单的无约束的生活,为此妻子离去,师友惋惜.对此描述最恰当的是","['他的人生没有了任何价值', '虽然人生态度不积极,但是活的洒脱,值得学习和推广', '一种人生的选择,生活的方式,本无可厚非,却也有些许不尽责任的遗憾', '人生目的不明确,浪费了人才,应该强制工作']","['一种人生的选择,生活的方式,本无可厚非,却也有些许不尽责任的遗憾']"
私人生活的特点是具有一定的封闭性和隐秘性.(),"['正确', '错误']",['正确']
.国家机关和人员在任何情况下都必须履行必要手续才能强行进入民住宅.(),"['正确', '错误']",['错误']
"创新观念产生于人们的创新实践活动,受到创新实践的检验,并在创新实践中获得发展.()","['正确', '错误']",['正确']
下列通商口岸开放的先后顺序是：(),"['南京、天津、淡水、苏州', '厦门、天津、沙市、琼州', '上海、汉口、天津、重庆', '.广州、杭州、天津、九江']",['上海、汉口、天津、重庆']
下列不属于社会主义核心价值体系内涵的是().,"['可持续发展思想', '中国特色社会主义共同理想', '马克思主义指导思想', '以爱国主义为核心的民族精神和以改革创新为核心的时代精神']",['可持续发展思想']
"认定犯罪需要结合主客观方面的要件综合判断.下列选项中,任何犯罪构成都必须具备的客观要件是()","['危害行为', '危害结果', '危害对象', '危害行为与危害结果之间的因果关系']",['危害行为']
"社会公德作为公共生活中应当遵守的最基本的道德规范,其基本特征主要表现为().","['继承性', '基础性', '广泛性', '简明性']","['继承性', '基础性', '广泛性', '简明性']"
信仰是信念最集中、最高的表现形式.(),"['对', '错']",['对']
"与法律相比较,道德规范提倡().","['必须怎样', '可以怎样', '不准怎样', '应当怎样']",['应当怎样']
对人生态度正确的理解应该是,"['人生态度是人们对待人生较为稳定的心理倾向和基本意愿', '人生态度就是低层次的人生观', '人生态度就是人生价值观', '人生态度就是指人为什么活着']",['人生态度是人们对待人生较为稳定的心理倾向和基本意愿']
"理想是多方面和多类型的.从主体上划分,理想有()","['政治理想和道德理想', '个人理想和社会理想', '远期理想和近期理想', '职业理想和生活理想']",['个人理想和社会理想']
社会主义社会确立的价值目标是社会本位.(),"['正确', '错误']",['正确']
公民在行使言论自由权时必须遵守的义务包括().,"['不得以造谣、诽谤或者其他方式煽动颠覆国家政权、推翻社会主义制度', '不得捏造事实诬告陷害其他公民', '不得用言论侮辱、诽谤、诋毁其他公民的人格尊严', '不得泄露国家秘密、商业秘密和个人隐私']","['不得以造谣、诽谤或者其他方式煽动颠覆国家政权、推翻社会主义制度', '不得捏造事实诬告陷害其他公民', '不得用言论侮辱、诽谤、诋毁其他公民的人格尊严', '不得泄露国家秘密、商业秘密和个人隐私']"
"以天下为己任,无论身居何位,都心忧天下,关心国家的命运和民生的苦乐,自觉地把个人的前途和国家的兴衰联系起来,把爱国的思想付诸行动.下列选项中,体现了这种爱国主义优良传统的有().","['“先天下之忧而忧,后天下之乐而乐”', '“人生自古谁无死,留取丹心照汗青”', '“知之为知之,不知为不知,是知也”', '“苟利国家生死以,岂因祸福避趋之”']","['“先天下之忧而忧,后天下之乐而乐”', '“人生自古谁无死,留取丹心照汗青”', '“苟利国家生死以,岂因祸福避趋之”']"
标志着日本全面侵华战争开始的事变是(),"['九一八', '七七', '华北', '八一三']",['七七']
执法者必须忠于法律.(),"['正确', '错误']",['正确']
特别行政区立法机关有权根据特别行政区基本法自主地制定本行政区的法律.(),"['正确', '错误']",['正确']
"1900年春,清政府对义和团采取""招抚""政策,实际目的是()","['招安诱降', '控制利用', '镇压剿灭', '任其发展']",['控制利用']
"审判的时候怀孕的妇女依法不适用死刑,是指不适用死刑立即执行但可适用死缓.()","['正确', '错误']",['错误']
"公民之间应该和睦相处,互助友爱,与人为善.这是公民基本道德规范中().","['团结友善的要求', '明礼诚信的要求', '勤俭自强的要求', '敬业奉献的要求']",['团结友善的要求']
"提出“仁远乎哉？我欲仁,斯仁至矣”的思想的是().","['世硕', '孔子', '荀子', '孟子']",['孔子']
夏明翰的作品是(),"['《可爱的中国》', '《谁是最可爱的人》', '《就义诗》', '《青春之歌》']",['《就义诗》']
"人们在社会公共生活方面所持有的基本理念和对于理想社会制度的向往与追求,指的是()","['生活领域中的理想信念', '职业领域中的理想信念', '道德领域中的理想信念', '社会领域中的理想信念']",['社会领域中的理想信念']
".道德通过评价等方式,指导和纠正人们的行为和实践活动,协调社会关系和人际关系,这是道德的规范功能.()","['正确', '错误']",['错误']
中国特色社会主义共同理想是社会主义核心价值体系的(),"['主题', '基础', '灵魂', '精髓']",['主题']
"大学生一旦结婚,除了要处理好小家庭的关系外,更要处理好与原来大家庭的关系.()","['正确', '错误']",['正确']
"在保路运动期间,四川总督赵尔丰下令军警向手无寸铁的群众开枪,造成()","['成都血案', '五卅惨案', '二七惨案', '下关惨案']",['成都血案']
"文明礼貌反映着一个人的教育程度,体现着一个民族的整体素质.()","['正确', '错误']",['错误']
"“大学是一切知识和科学,事实和原理,探索和发现,实验和思索的高级保护力量,她描绘出理想的疆域,并表明力量在那里,对任何一边,既不侵犯也不屈从.”这句话出自().","['纽曼', '洪堡', '雅斯贝尔斯', '亚里士多德']",['纽曼']
.实践是实现人生价值目标的途径.(),"['正确', '错误']",['正确']
"宪法和法律赋予公民对国家机关及其工作人员的行为是否合法进行监督的权利,包括().","['提出批评、建议', '申诉、控告、检举', '上网传播', '起诉']","['提出批评、建议', '申诉、控告、检举']"
"法之所以具有普遍约束力,直接原因是因为法是().","['由社会物质生活条件决定的', '以国家强制力为后盾的', '上层建筑现象之一', '统治阶级意志的体现']",['以国家强制力为后盾的']
"每种职业都意味着享有一定的社会权力,承担一定的社会责任.()","['正确', '错误']",['正确']
"我国公民,不分(),都有选举权和被选举权.","['家族出身', '宗教信仰', '教育程度', '财产状况']","['家族出身', '宗教信仰', '教育程度', '财产状况']"
"对公民提出的批评、建议、申诉、检举、控告,有关国家机关负有积极作为义务,主要包括以下方面().","['接受监督请求的机关有义务对公民的监督请求及时予以登记；及时对监督事项和监督请求进行调查研究并予以答复', '对拒绝采纳公民的监督请求的,应当说明理由', '对公民提出的合理化建议予以采纳的,应当对合理化建议提出人给予奖励', '国家有义务制定相关法律和采取相应措施,确保检举人或控告人不会遭受国家机关和国家工作人员的侵害']","['接受监督请求的机关有义务对公民的监督请求及时予以登记；及时对监督事项和监督请求进行调查研究并予以答复', '对拒绝采纳公民的监督请求的,应当说明理由', '对公民提出的合理化建议予以采纳的,应当对合理化建议提出人给予奖励', '国家有义务制定相关法律和采取相应措施,确保检举人或控告人不会遭受国家机关和国家工作人员的侵害']"
"无产阶级追求的是社会主义革命的胜利,但在中固却首先要为实现资产阶级革命的目标而奋斗,这说明理想的实现具有()","['自发性', '趋同性', '曲折性', '偶然性']",['曲折性']
法律的普遍性意味着法律的效力都是及于一国的全部范围.(),"['正确', '错误']",['错误']
市场经济与为人民服务是必然对立的.(),"['正确', '错误']",['错误']
"解放战争时期,毛泽东提出“一切反动派都是纸老虎”的著名论断,其主要依据是()","['国民政府腐败不得人心', '人民解放军具有坚强的战斗力', '人民解放军有巩固的战略后方', '国统区人民民主运动不断高涨']",['国民政府腐败不得人心']
中国特色社会主义法律为中国特色社会主义道德建设提供价值基础.(),"['正确', '错误']",['错误']
()属于法律义务的派生.,"['2年诉讼时效过期后,债务人不用还钱', '发生交通事故后逃逸的,除了本来要承担的民事责任,还应承担刑事责任', '实施犯罪行为,因为过了追诉期限,国家机关依法不得追究行为了的刑事责任', '债权人免掉债务人50000元的债务']","['发生交通事故后逃逸的,除了本来要承担的民事责任,还应承担刑事责任']"
"727．单位和个人侵害公民生命权、健康权的,都要承担刑事责任.()","['正确', '错误']",['错误']
"行政行为有效成立后,行政机关依法采取一定手段,使行政行为的内容得以完全实现的效力是()","['确定力', '拘束力', '执行力', '公信力']",['执行力']
"对于集体主义来说,只有().","['集体的价值、尊严得到实现,个人才能得到全面发展.', '集体的所有利益得到保证,个人利益才有保障.', '个人的价值、尊严得到实现,个人的正当利益得到保证,集体才有强大的生命力与凝聚力.', '个人的要求得到满足,个人的发展方式得到保证,集体才会有真正的价值与尊严,才有生命力与凝聚力.']","['个人的价值、尊严得到实现,个人的正当利益得到保证,集体才有强大的生命力与凝聚力.']"
"科学、崇高的理想信念对大学生成长成才具有重要意义,主要表现在：指引大学生走什么路、激励大学生为什么学和()","['指导大学生做什么人', '指导大学生做什么事', '指导大学生做什么职业', '指导大学生如何成功']",['指导大学生做什么人']
"沉迷于网络尤其是网络游戏,已经成为近年来青少年刑事犯罪率升高的重要原因之一.(","['正确', '错误']",['正确']
个人理想包括职业理想、生活理想、道德理想等.(),"['正确', '错误']",['正确']
深刻反映中国人民勇于追求和实现梦想的执着精神的古代神话有(),"['盘古开天、女娲补天', '伏羲画卦、神农尝草', '夸父追日、精卫填海', '愚公移山']","['盘古开天、女娲补天', '伏羲画卦、神农尝草', '夸父追日、精卫填海', '愚公移山']"
"理想决定事业成败,信念指引人生方向.()","['正确', '错误']",['错误']
"罪刑法定只禁止不利于被告人的事后法,不禁止有利于被告人的事后法.(","['正确', '错误']",['正确']
劳动和贡献尺度是社会评价人生价值的根本尺度.(),"['正确', '错误']",['错误']
个人品德集中体现为道德认知、道德情感、道德意志和道德行为的内在统一.(),"['正确', '错误']",['正确']
科学理论和创新思维的源泉是科研学习.(),"['正确', '错误']",['错误']
"中国近代史以鸦片战争为开端,主要是因为()","['中国第一次被英国战败', '长期闭关锁国状况被打破', '民族矛盾取代了阶级矛盾', '社会性质开始发生根本变化']",['社会性质开始发生根本变化']
